"Year","Track"
"1949","once and for always"
"1949","the four winds and the seven seas"
"1949","powder your face with sunshine smile smile smile"
"1949","lingering down the lane"
"1949","lavender blue"
"1949","thats my weakness now"
"1949","did you see jackie robinson hit that ball"
"1949","you you you are the one"
"1949","lets take an oldfashioned walk"
"1949","a wonderful guy"
"1949","lavender blue dilly dilly"
"1949","if you stub your toe on the moon"
"1949","slippin around"
"1949","similau seemelo"
"1949","beautiful eyes"
"1949","i wanna go home"
"1949","merrygoround waltz"
"1949","powder your face with sunshine"
"1949","you told a lie"
"1949","bali hai"
"1949","blue room"
"1949","the four winds and the seven seas"
"1949","merry christmas polka"
"1949","all i want for christmas is my two front teeth"
"1949","lady of spain"
"1949","youre breaking my heart"
"1949","everywhere you go"
"1949","slaughter on th avenue"
"1949","the four winds and the seven seas"
"1949","toot toot tootsie goodbye"
"1949","that lucky old sun"
"1949","sweet sue just you"
"1949","sunflower"
"1949","im throwing rice at the girl i love"
"1949","bluebird on your windowsill"
"1949","how it lies how it lies how it lies"
"1949","dime a dozen"
"1949","a kiss and a rose"
"1949","so in love"
"1949","down by the station"
"1949","why was i born"
"1949","now that i need you"
"1949","nyot nyow the pussycat song"
"1949","now that i need you"
"1949","barroom polka"
"1949","blue moon"
"1949","make believe you are glad when youre sorry"
"1949","deep purple"
"1949","so in love"
"1949","the wedding of lili marlene"
"1949","my darling my darling"
"1949","candy kisses"
"1949","if i ever love again"
"1949","maybe its because"
"1949","red roses for a blue lady"
"1949","theres yes yes in your eyes"
"1949","doo de doo on an old kazoo"
"1949","riders in the sky cowboy legend"
"1949","saturday night fish fry"
"1949","blue moon"
"1949","youre so understanding"
"1949","room full of roses"
"1949","way back home"
"1949","ive been waitin for your phone call for eighteen years"
"1949","now now now is the time"
"1949","careless hands"
"1949","who do you know in heaven that made you the angel you are"
"1949","i never see maggie alone"
"1949","the pussy cat song"
"1949","its like taking candy from a baby"
"1949","you you you are the one"
"1949","ave maria"
"1949","dont cry joe let her go let her go let her go"
"1949","why dont you haul off and love me"
"1949","maybe its because"
"1949","a wonderful guy"
"1949","she wore a yellow ribbon"
"1949","its too late now"
"1949","ive got my love to keep me warm"
"1949","a wonderful guy"
"1949","everywhere you go"
"1949","dont cry joe let her go let her go"
"1949","jealous heart"
"1949","bouquet of roses"
"1949","baby its cold outside"
"1949","you you you are the one"
"1949","forever and ever"
"1949","again"
"1949","dont be afraid to dream"
"1949","dont rob another mans castle"
"1949","just one way to say i love you"
"1949","give me your hand"
"1949","reckon im in love"
"1949","one kiss too many"
"1949","clancy lowered the boom"
"1949","galway bay"
"1949","cruising down the river"
"1949","circus"
"1949","dime a dozen"
"1949","hurry hurry hurry"
"1949","on a slow boat to china"
"1949","i love you so much it hurts"
"1949","ya wanna buy a bunny"
"1949","here comes santa claus"
"1949","sleigh ride"
"1949","fools paradise"
"1949","love me love me love me"
"1949","wholl be the next one to cry over you"
"1949","lovesick blues"
"1949","somehow"
"1949","its a big wide wonderful world"
"1949","be mine"
"1949","i know i know i know"
"1949","whose girl are you"
"1949","tell me why"
"1949","room full of roses"
"1949","room full of roses"
"1949","the pussy cat song"
"1949","blue christmas"
"1949","a dreamers holiday"
"1949","toot toot tootsie goodbye"
"1949","youre breaking my heart"
"1949","circus"
"1949","beautiful wisconsin"
"1949","drinking wine spodeeodee drinking wine"
"1949","ill keep the lovelight burning"
"1949","ive got my love to keep me warm"
"1949","my darling my darling"
"1949","crying"
"1949","my hero"
"1949","galway bay"
"1949","if you stub your toe on the moon"
"1949","cuanto le gusta"
"1949","bewildered"
"1949","body and soul"
"1949","caravan"
"1949","that lucky old sun"
"1949","a  youre adorable the alphabet song"
"1949","blum blum i wonder who i am"
"1949","money marbles and chalk"
"1949","cruising down the river"
"1949","the lords prayer"
"1949","bella bella marie"
"1949","sunflower"
"1949","some enchanted evening"
"1949","here ill stay"
"1949","how it lies how it lies how it lies"
"1949","cruising down the river"
"1949","cruising down the river"
"1949","theres yes yes in your eyes"
"1949","you you you are the one"
"1949","red head"
"1949","kiss me sweet"
"1949","be goody good good to me"
"1949","youre all i want for chistmas"
"1949","i didnt like it the first time"
"1949","vieni su say you love me too"
"1949","merrygoround waltz"
"1949","more beer"
"1949","im bitin my fingernails and thinking of you"
"1949","then i turned and walked slowly away"
"1949","kiss me sweet"
"1949","homecoming waltz"
"1949","need you"
"1949","the blue skirt waltz"
"1949","five foot two eyes of blue"
"1949","wedding bells will soon be ringing"
"1949","the christmas song"
"1949","september in the rain"
"1949","autumn in new york"
"1949","younger than springtime"
"1948","buttons and bows"
"1948","manana is soon enough for me"
"1948","twelfth street rag"
"1948","nature boy"
"1948","you cant be true dear"
"1948","you call everybody darlin"
"1948","woody woodpecker"
"1948","a tree in the meadow"
"1948","im looking over a four leaf clover"
"1948","love somebody"
"1948","now is the hour"
"1948","all i want for christmas is my two front teeth"
"1948","on a slow boat to china"
"1948","you cant be true dear"
"1948","woody woodpecker"
"1948","my happiness"
"1948","little white lies"
"1948","its magic"
"1948","golden earrings"
"1948","now is the hour maori farewell song"
"1948","beg your pardon"
"1948","toolie oolie doolie yodel polka"
"1948","my happiness"
"1948","now is the hour"
"1948","baby face"
"1948","how soon will i be seeing you"
"1948","civilization bongo bongo bongo"
"1948","maybe youll be there"
"1948","ill dance at your wedding"
"1948","serenade of the bells"
"1948","sabre dance"
"1948","on a slow boat to china"
"1948","until"
"1948","because"
"1948","buttons and bows"
"1948","beg your pardon"
"1948","ballerina"
"1948","st louis blues march"
"1948","underneath the arches"
"1948","bluebird of happiness"
"1948","the dickeybird song"
"1948","william tell overture"
"1948","how soon will i be seeing you"
"1948","im looking over a four leaf clover"
"1948","you cant be true dear"
"1948","underneath the arches"
"1948","on a slow boat to china"
"1948","my happiness"
"1948","you call everybody darlin"
"1948","im looking over a four leaf clover"
"1948","sabre dance boogie"
"1948","white christmas"
"1948","now is the hour maori farewell song"
"1948","slap her down again paw"
"1948","my darling my darling"
"1948","hair of gold eyes of blue"
"1948","nature boy"
"1948","now is the hour"
"1948","how soon will i be seeing you"
"1948","here comes santa claus down santa claus lane"
"1948","you call everybody darling"
"1948","beg your pardon"
"1948","buttons and bows"
"1948","tell me a story"
"1948","pass that peace pipe"
"1948","its magic"
"1948","you cant be true dear"
"1948","its magic"
"1948","just because"
"1948","you were only fooling"
"1948","cool water"
"1948","shine"
"1948","buttons and bows"
"1948","that certain party"
"1948","you cant be true dear"
"1948","nature boy"
"1948","im my own grandpa"
"1948","im looking over a four leaf clover"
"1948","one has my name the other has my heart"
"1948","ballerina"
"1948","say something sweet to your sweetheart"
"1948","i love you yes i do"
"1948","twelfth street rag"
"1948","ballerina"
"1948","its magic"
"1948","baby face"
"1948","its magic"
"1948","little white lies"
"1948","toolie oolie doolie"
"1948","nature boy"
"1948","toolie oolie doolie the yodel polka"
"1948","youre all i want for chistmas"
"1948","ill dance at your wedding"
"1948","im looking over a fourleaf clover"
"1948","cuanto la gusta"
"1948","on a slow boat to china"
"1948","confess"
"1948","serutan yob a song for backward boys and girls under "
"1948","beg your pardon"
"1948","now is the hour"
"1948","bouquet of roses"
"1948","its too soon to know"
"1948","caramba its the samba"
"1948","you came a long way from st louis"
"1948","just a little lovin will go a long long way"
"1948","underneath the arches"
"1948","you call everybody darling"
"1948","baby face"
"1948","laroo laroo lili bolero"
"1948","i cant give you anything but love"
"1948","too fat polka"
"1948","serenade of the bells"
"1948","life gets teejus dont it"
"1948","buttons and bows"
"1948","i hate to lose you"
"1948","you call everybody darling"
"1948","baby face"
"1948","im looking over a four leafclover"
"1948","now is the hour maori farewell song"
"1948","but beautiful"
"1948","hair of gold eyes of blue"
"1948","clair de lune"
"1948","king size papa"
"1948","civilization bongo bongo bongo"
"1948","cigarettes whusky and wild wild women"
"1948","confess"
"1948","bluebird of happiness"
"1948","you started something"
"1948","brush those tears from your eyes"
"1948","gloria"
"1948","you cant be true dear"
"1948","buttons and bows"
"1948","tea leaves"
"1948","anytime"
"1948","a tree in the meadow"
"1948","woody woodpecker"
"1948","rambling rose"
"1948","you call everybody darlin"
"1948","hair of gold eyes of blue"
"1948","a tree in the meadow"
"1948","recess in heaven"
"1948","texarkana baby"
"1948","the maharajah of magador"
"1948","cuckoo waltz"
"1948","you cant be true dear"
"1948","tomorrow night"
"1948","hair of gold eyes of blue"
"1948","you cant be true dear"
"1948","just because"
"1948","hair of gold"
"1948","a strawberry moon in a blueberry sky"
"1948","in my dreams"
"1948","i love you so much it hurts"
"1948","heartbreaker"
"1948","sabre dance"
"1948","a tree in the meadow"
"1948","you call everybody darlin"
"1948","a tree in the meadow"
"1948","bella bella marie"
"1948","ah but it happens"
"1948","hair of gold eyes of blue"
"1948","the dickeybird song"
"1948","say something sweet to your sweetheart"
"1948","you call everybody darlin"
"1948","that certain party"
"1948","evry day i love you just a little bit more"
"1948","say something sweet to your sweetheart"
"1948","hindustan"
"1948","run joe"
"1948","bella bella marie"
"1948","a heart full of love for a handful of kisses"
"1948","haunted heart"
"1948"," acres"
"1948","put em in a box"
"1948","bluebird of happiness"
"1948","tea leaves"
"1948","ebony rhapsody"
"1948","a tree in the meadow"
"1948","my happiness"
"1948","time out for tears"
"1948","evry day i love you"
"1948","the christmas song"
"1948","its magic"
"1948","saxaboogie"
"1948","i love you yes i do"
"1948","jingle bells"
"1948","hair of gold eyes of blue"
"1948","on a slow boat to china"
"1948","youre all i want for christmas"
"1948","evry day i love you just a little bit more"
"1948","ill get along somehow"
"1948","my happiness"
"1948","christmas island"
"1948","september in the rain"
"1948","you call everybody darling"
"1948","life gits teejus dont it"
"1948","dainty brenda lee"
"1948","a tree in the meadow"
"1948","how high the moon"
"1948","rambling rose"
"1948","the mistletow kiss"
"1948","far cry"
"1948","adios"
"1948","what a fool i was"
"1948","darktown strutters ball"
"1948","the mountaineer and the jabberwock"
"1948","bubble loo bubble loo"
"1948","just for now"
"1948","cuanto la gusta"
"1948","put em in a box tie it with a ribbon"
"1948","somebody else is taking my place"
"1948","toolie oolie doolie the yodel polka"
"1948","for every man theres a woman"
"1948","toolie oolie doolie theyodel polka"
"1948","forever is ending today"
"1948","what is this thing called love"
"1948","the best things in life are free"
"1948","you were meant for me"
"1948","it only happens when i dance with you"
"1948","lost april"
"1948","at the candlelight cafe"
"1948","matinee"
"1948","laroo laroo lilli bolero"
"1948","but beautiful"
"1948","baby that aint right"
"1948","deck of cards"
"1948","bye bye blackbird"
"1948","ooh lookathere aint she pretty"
"1948","pianissimo"
"1948","in a little book shop"
"1948","lover"
"1948","heartbreaker"
"1948","saturday date"
"1948","baby dont be mad at me"
"1948","the new look"
"1948","airizay"
"1948","its a most unusual day"
"1948","all of me"
"1948","the best things in life are free"
"1948","blue and sentimental"
"1948","meadowlands"
"1948","what did he say"
"1948","you dont have to know the language"
"1948","tacos enchiladas  beans"
"1948","wedding bells are breaking up that old gang of mine"
"1948","move on up a little higher"
"1948","fine brown frame"
"1948","ive got a crush on you"
"1948","im my own grandmaw"
"1948","deck of cards"
"1948","but beautiful"
"1948","dont blame me"
"1948","pass that peace pipe"
"1948","the thousand islands song"
"1948","teresa"
"1948","at the flying w"
"1948","all dressed up with a broken heart"
"1948","hooray for love"
"1948","its the sentimental thing to do"
"1948","candy store blues"
"1948","thoughtless"
"1948","thats gratitude"
"1948","dont smoke in bed"
"1948","you were meant for me"
"1948","your red wagon"
"1948","melody time"
"1948","brazil"
"1948","robbins nest"
"1948","im acomin im acourtin corabelle"
"1948","matinee"
"1948","whatll i do"
"1948","easter parade"
"1948","thoughtless"
"1948","true"
"1948","bedelia"
"1948","thoughtless"
"1948","completely yours"
"1948","lets be sweethearts again"
"1948","haunted heart"
"1948","youre my girl"
"1948","the treasure of sierra madre"
"1948","serenade music played on a heartstring"
"1948","blue shadows on the trail"
"1948","gonna get a girl"
"1948","song of new orleans"
"1948","whatll i do"
"1948","where the apple blossoms fall"
"1948","a fella with an umbrella"
"1948","the same old cry"
"1948","worry worry worry"
"1948","robbins nest"
"1948","i told ya i love ya now get out"
"1948","lonely woman"
"1948","talking to myself about you"
"1948","the song is ended but the melody lingers on"
"1948","hankerin"
"1948","dont call it love"
"1948","treasure of the sierra madre"
"1948","what do i have to do to make you love me"
"1948","inner sanctum"
"1948","i never loved anyone"
"1948","suspicion"
"1948","maria from bahia"
"1948","please dont kiss me"
"1948","your red wagon"
"1948","thoughtless"
"1948","tea leaves"
"1948","love is so terrific"
"1948","a man could be a wonderful thing"
"1948","passing fancy"
"1948","my cousin louella"
"1948","a boy from texas"
"1948","sophisticated lady"
"1948","the wedding song"
"1948","give me the good old days"
"1948","blue tail fly"
"1948","monday again"
"1948","tuttituttipizzicato"
"1948","just for now"
"1948","suspicion"
"1948","for every man theres a woman"
"1948","dreamy lullaby"
"1948","little girl"
"1948","on green dolphin street"
"1948","but beautiful"
"1948","confess"
"1948","hooray for love"
"1948","suspicion"
"1948","okl baby dokl"
"1948","everybody loves somebody"
"1948","guitar boogie"
"1948","better luck next time"
"1948","moonlight whispers"
"1948","you are never away"
"1948","beyond the sea"
"1948","deed i do"
"1948","if i only had a match"
"1948","i told ya i love ya now get out"
"1948","blue shadows on the trail"
"1948","big brass band from braziil"
"1948","shaunty oshea"
"1948","takin miss mary to the ball"
"1948","warsaw concerto"
"1948","who put that dream in your eye"
"1948","my fair lady"
"1948","put em in a box tie it with a ribbon and throw em in the deep blue sea"
"1948","intrigue"
"1948","that feathery feelin"
"1948","jungle fantasy"
"1948","rhumba boogie"
"1948","dont telephone dont telegraph tell a woman"
"1948","gabriels heater"
"1948","thoughtless"
"1948","the thousand islands song"
"1948","long gone"
"1948","whats good about goodbye"
"1948","everything i have is yours"
"1948","tennessee waltz"
"1947","near you"
"1947","heartaches victor rec"
"1947","ballerina"
"1947","peg o my heart"
"1947","peg o my heart"
"1947","smoke smoke smoke that cigarette"
"1947","peg o my heart"
"1947","managua nicaragua"
"1947","chibaba chibaba my bambino go to sleep"
"1947","linda"
"1947","huggin and chalkin"
"1947","mamselle"
"1947","anniversary song"
"1947","managua nicaragua"
"1947","temptation timtayshun"
"1947","open the door richard"
"1947","open the door richard"
"1947","mamselle"
"1947","too fat polka i dont want heryou can have hershes too fat for me"
"1947","the anniversary song"
"1947","i wonder whos kissing her now decca"
"1947","i wonder i wonder i wonder"
"1947","my adobe hacienda"
"1947","i wish i didnt love you so"
"1947","ole buttermilk sky"
"1947","anniversary song"
"1947","i wish i didnt love you so"
"1947","across the alley from the alamo"
"1947","i love you for sentimental reasons"
"1947","thats my desire"
"1947","near you"
"1947","i love you for sentimental reasons"
"1947","how soon will i be seeing you"
"1947","when you were sweet sixteen"
"1947","i never knew"
"1947","near you"
"1947","near you"
"1947","i wonder i wonder i wonder"
"1947","anniversary song"
"1947","mamselle"
"1947","mamselle"
"1947","mickey"
"1947","open the door richard"
"1947","white christmas"
"1947","open the door richard part "
"1947","open the door richard part "
"1947","anniversary song"
"1947","near you"
"1947","guilty"
"1947","thats my desire"
"1947","peg o my heart"
"1947","feudin and fightin"
"1947","you do"
"1947","sugar blues"
"1947","heartaches"
"1947","linda"
"1947","i wish i didnt love you so"
"1947","a gal in calico"
"1947","i love you for sentimental reasons"
"1947","you do"
"1947","you do"
"1947","my melancholy baby"
"1947","the lady from  palms"
"1947","peg o my heart"
"1947","an apple blossom wedding"
"1947","i believe"
"1947","serenade of the bells"
"1947","how are things in glocca mora"
"1947","managua nicaragus"
"1947","feudin and fightin"
"1947","a gal in calico"
"1947","open the door richard"
"1947","the whistler"
"1947","a gal in calico"
"1947","aint nobody here but us chickens"
"1947","open the door richard"
"1947","mamselle"
"1947","you do"
"1947","i have but one heart o marinariello"
"1947","whiffenpoof song"
"1947","oh but i do"
"1947","a rainy night in rio"
"1947","i aint mad at you"
"1947","free eats"
"1947","kate have i come too early too late"
"1947","the lady from  palms"
"1947","the red silk stockings and green perfume"
"1947","mamselle"
"1947","you do"
"1947","zipadeedoodah"
"1947","smoke smoke smoke that cigarrette"
"1947","i love you for sentimental reasons"
"1947","linda"
"1947","huggin and chalkin"
"1947","civilization bongo bongo bongo"
"1947","huggin and achalkin"
"1947","a gal in calico"
"1947","open the door richard"
"1947","peg o my heart"
"1947","civilization bongo bongo bongo"
"1947","how are things in glocca mora"
"1947","one oclock boogie"
"1947","september song"
"1947","red silk stockings and green perfume"
"1947","sooner or later"
"1947","so far"
"1947","i wish i didnt love you so"
"1947","sonata"
"1947","how are things in glocca mora"
"1947","april showers"
"1947","civilization bongo bongo bongo"
"1947","how are things in glocca mora"
"1947","my adobe hacienda"
"1947","feudin and fightin"
"1947","an apple blossom wedding"
"1947","roses in the rain"
"1947","here comes santa claus down santa claus lane"
"1947","red wing"
"1947","i wonder i wonder i wonder"
"1947","thats my desire"
"1947","the lady from twentynine palms"
"1947","red silk stockings and green perfume"
"1947","tallahassee"
"1947","sonata"
"1947","thats how much i love you"
"1947","chibaba chibaba my bambino go to sleep"
"1947","kokomo indiana"
"1947","i wonder i wonder i wonder"
"1947","heartaches"
"1947","zipadeedoodah"
"1947","across the alley from the alamo"
"1947","guilty"
"1947","i wonder whos kissing her now"
"1947","oh but i do"
"1947","zipadeedoodah"
"1947","kate have i come too early too late"
"1947","the old lamplighter"
"1947","so far"
"1947","the stanley steamer"
"1947","heartaches"
"1947","this is the night"
"1947","old devil moon"
"1947","near you"
"1947","one oclock jump"
"1947","guilty"
"1947","across the alley from the alamo"
"1947","oh but i do"
"1947","i wonder whos kissing her now"
"1947","his feet too big for de bed"
"1947","harmony"
"1947","save the bones for henry jones"
"1947","my adobe hacienda"
"1947","thats my desire"
"1947","bloopbleep"
"1947","i do do do like you"
"1947","i have but one heart"
"1947","i wish i didnt love you so"
"1947","mamselle"
"1947","chibaba chibaba"
"1947","an apple blossom wedding"
"1947","linda"
"1947","huggin and achalkin"
"1947","oh why oh why did i ever leave wyoming"
"1947","and mimi"
"1947","moonfaced starryeyed"
"1947","the whiffenpoof song"
"1947","violets"
"1947","so far"
"1947","tallahassee"
"1947","ooh lookathere aint she pretty"
"1947","and mimi"
"1947","i love you for sentimental reasons"
"1947","hes a real gone guy"
"1947","hoodleaddle"
"1947","ill close my eyes"
"1947","a sunday kind of love"
"1947","chibaba chibaba my bambina go to sleep"
"1947","ragtime cowboy joe"
"1947","ivy"
"1947","the egg and i"
"1947","my adobe hacienda"
"1947","april showers"
"1947","the egg and i"
"1947","its a good day"
"1947","midnight masquerade"
"1947","the echo said no"
"1947","come to the mardi gras"
"1947","my adobe hacienda"
"1947","when you were sweet sixteen"
"1947","time after time"
"1947","thats how much i love you"
"1947","jalousie jealousy"
"1947","when you were sweet sixteen"
"1947","the echo says no"
"1947","jack jack jack"
"1947","thats the beginning of the end"
"1947","the girl that i marry"
"1947","a sunday kind of love"
"1947","ask anyone who knows"
"1947","my mammy"
"1947","you cant see the sun when youre crying"
"1947","for you for me forevermore"
"1947","ivy"
"1947","if i had my life to live over"
"1947","hurry on down"
"1947","santa catalina island of romance"
"1947","almost like being in love"
"1947","texas and pacific"
"1947","ill hate myself in the morning"
"1947","the gentleman is a dope"
"1947","the secretary song"
"1947","christmas island"
"1947","alexanders ragtime band"
"1947","since i fell for you"
"1947","its the same old dream"
"1947","when i write my song"
"1947","you cant see the sun when youre cryin"
"1947","ask anyone who knows"
"1947","on the avenue"
"1947","i want to thank your folks"
"1947","dream again"
"1947","hand in hand"
"1947","aintcha ever comin back"
"1947","stella by starlight"
"1947","the dumdot song"
"1947","im so right tonight"
"1947","just squeeze me but dont tease me"
"1947","as long as im dreaming"
"1947","thats where i came in"
"1947","two loves have i"
"1947","papa wont you dance with me"
"1947","i want to be loved"
"1947","moonfaced starryeyed"
"1947","naughty angeline"
"1947","bloop bleep"
"1947","two loves have i"
"1947","everythings movin too fast"
"1947","i still get jealous"
"1947","peggy oneil"
"1947","jingle bells"
"1947","a tune for humming"
"1947","oh my achin heart"
"1947","almost like being in love"
"1947","im a lonely petunia in an onion patch"
"1947","i want to be loved"
"1947","those things money cant buy"
"1947","the freedom train"
"1947","blow top blues"
"1947","peggy oneil"
"1947","thats what i like about the south"
"1947","white christmas"
"1947","i tipped my hat and slowly rode away"
"1947","stella by starlight"
"1947","boogie woogie blue plate"
"1947","jack youre dead"
"1947","old devil moon"
"1947","easter parade"
"1947","almost like being in love"
"1947","new pretty blonde jole blon"
"1947","tonight be tender to me"
"1947","so round so firm so fully packed"
"1947","beware my heart"
"1947","lazy countryside"
"1947","my heart is a hobo"
"1947","dreams are a dime a dozen"
"1947","ill hold you in my heart till i can hold you in my arms"
"1947","those things money cant buy"
"1947","easter parade"
"1947","the preacher and the bear"
"1947","after graduation day"
"1947","dont you love me anymore"
"1947","you dont learn that in school"
"1947","je vous aime"
"1947","how lucky you are"
"1947","santa claus is comin to town"
"1947","silent night"
"1947","the wildest gal in town"
"1947","early autumn"
"1947","on the old spanish trail"
"1947","dont you love me anymore"
"1947","ill dance at your wedding"
"1947","when am i gonna kiss you good morning"
"1947","my guitar is my sweetheart"
"1947","white christmas"
"1947","swiss boy"
"1947","i still get jealous"
"1947","curiosity"
"1947","it takes a long long train with a red caboose to carry my blues away"
"1947","nowhere"
"1947","the little old mill went round and round"
"1947","and mimi"
"1947","snatch and grab it"
"1947","hi ho trailus boot whip"
"1947","write me a letter"
"1947","at the candlelight cafe"
"1947","a fellow needs a girl"
"1947","its dreamtime"
"1947","golden earrings"
"1947","my how the time goes by"
"1947","i still get jealous"
"1947","a fellow needs a girl"
"1947","theres no business like show business"
"1947","body and soul"
"1947","pancho maximillian hernandez"
"1947","my sin"
"1947","tomorrow"
"1947","love and the weather"
"1947","youre not so easy to forget"
"1947","little girl blue"
"1947","connecticut"
"1947","a tune for humming"
"1947","them durn fool things"
"1947","dont you love me anymore"
"1947","christmas dreaming"
"1947","the dark town poker club"
"1947","papa wont you dance with me"
"1947","black and blue"
"1947","tenderly"
"1947","penny"
"1947","love for love"
"1947","therell be some changes made"
"1946","the gypsy"
"1946","oh what it seemed to be"
"1946","rumors are flying"
"1946","to each his own"
"1946","the gypsy"
"1946","oh what it seemed to be"
"1946","the old lamplighter"
"1946","i love you for sentimental reasons"
"1946","let it snow let it snow let it snow"
"1946","five minutes more"
"1946","prisoner of love"
"1946","to each his own"
"1946","personality"
"1946","symphony"
"1946","doctor lawyer indian chief"
"1946","ole buttermilk sky"
"1946","surrender"
"1946","to each his own"
"1946","im a big girl now"
"1946","white christmas"
"1946","you wont be satisfied until you break my heart"
"1946","onezy twozy i love youzy"
"1946","south america take it away"
"1946","they say its wonderful"
"1946","symphony"
"1946","doin what comes naturlly"
"1946","sioux city sue"
"1946","laughing on the outside crying on the inside"
"1946","doin what comes naturlly"
"1946","the old lamplighter"
"1946","symphony"
"1946","dig you later a hubbahubbahubba"
"1946","the gypsy"
"1946","to each his own"
"1946","laughing on the outside crying on the inside"
"1946","the christmas song"
"1946","laughing on the outside crying on the inside"
"1946","they say its wonderful"
"1946","onezy twozy i love youzy"
"1946","give me five minutes more"
"1946","rumors are flying"
"1946","to each his own"
"1946","hey babarebop"
"1946","symphony"
"1946","oh what it seemed to be"
"1946","laughing on the outside crying on the inside"
"1946","it might as well be spring"
"1946","winter wonderland"
"1946","you wont be satisfied until you break my heart"
"1946","oh what it seemed to be"
"1946","rumors are flying"
"1946","i cant begin to tell you"
"1946","day by day"
"1946","cement mixer putti putti"
"1946","the old lamplighter"
"1946","im always chasing rainbows"
"1946","you keep coming back like a song"
"1946","onezy twozy i love youzy"
"1946","the coffee song"
"1946","white christmas"
"1946","south america take it away"
"1946","shoofly pie and apple pan dowdy"
"1946","ole buttermilk sky"
"1946","the whole world is singing my song"
"1946","shoofly pie and apple pan dowdy"
"1946","the rickety rickshaw man"
"1946","shoofly pie and apple pan dowdy"
"1946","doctor lawyer indian chief"
"1946","atlanta ga"
"1946","rumors are flying"
"1946","its all over now"
"1946","choo choo chboogie"
"1946","ole buttermilk sky"
"1946","gypsy"
"1946","rumors are flying"
"1946","seems like old times"
"1946","christmas island"
"1946","i cant begin to tell you"
"1946","stone cold dead in the market he had it coming"
"1946","i dont know enough about you"
"1946","bumble boogie"
"1946","im always chasing rainbows"
"1946","i dont know enough about you"
"1946","five minutes more"
"1946","seems like old times"
"1946","let it snow let it snow let it snow"
"1946","all through the day"
"1946","misirlou"
"1946","surrender"
"1946","the house of blue lights"
"1946","just the other day"
"1946","arent you glad youre you"
"1946","doin what comes naturlly"
"1946","blue skies"
"1946","sooner or later youre gonna be comin around"
"1946","the things we did last summer"
"1946","all through the day"
"1946","put that kiss back where you found it"
"1946","in the moon mist"
"1946","the gypsy"
"1946","day by day"
"1946","hawaiian war chant tahuwahuwai"
"1946","rumers are flying"
"1946","prisoner of love"
"1946","boogie blues"
"1946","hey babarebop"
"1946","i cant begin to tell you"
"1946","dinah"
"1946","five minutes more"
"1946","laughing on the outside crying on the inside"
"1946","passe"
"1946","money is the root of all evil"
"1946","let it snow let it snow let it snow"
"1946","all that glitters is not gold"
"1946","im always chasing rainbows"
"1946","i know"
"1946","personality"
"1946","who do you love i hope"
"1946","buzz me"
"1946","blue skies"
"1946","white christmas"
"1946","prisoner of love"
"1946","the mad boogie"
"1946","pretending"
"1946","its all over now"
"1946","they say its wonderful"
"1946","one more tomorrow"
"1946","symphony"
"1946","i got the sun in the morning"
"1946","chickery chick"
"1946","chickery chick"
"1946","personality"
"1946","mcnamaras band"
"1946","the darktown poker club"
"1946","you wont be satisfied until you break my heart"
"1946","this is always"
"1946","the things we did last summer"
"1946","sioux city sue"
"1946","you call it madness"
"1946","winter wonderland"
"1946","september song"
"1946","my sugar is so refined"
"1946","you keep coming back like a song"
"1946","arent you glad youre you"
"1946","all through the day"
"1946","come to baby do"
"1946","the moment i met you"
"1946","i guess ill get the papers and go home"
"1946","get your kicks on route "
"1946","atlanta ga"
"1946","the girl that i marry"
"1946","dont be a baby baby"
"1946","everybody knew but me"
"1946","slowly"
"1946","sherwoods forest"
"1946","this is always"
"1946","i guess ill get the papers and go home"
"1946","the christmas song"
"1946","its a pity to say goodnight"
"1946","give me the moon over brooklyn"
"1946","five minutes more"
"1946","they say its wonderful"
"1946","dont be a baby baby"
"1946","passe"
"1946","im in the mood for love"
"1946","in love in vain"
"1946","rumors are flying"
"1946","you keep coming back like a song"
"1946","in love in vain"
"1946","patience and fortitude"
"1946","jivin joe jackson"
"1946","it couldnt be true or could it"
"1946","on the boardwalk in atlantic city"
"1946","the whole world is singing my song"
"1946","i dont know enough about you"
"1946","slowly"
"1946","mabel mabel"
"1946","someday youll want me to want you"
"1946","got a right to cry"
"1946","are these really mine"
"1946","ole buttermilk sky"
"1946","seems like old times"
"1946","in a shanty in old shanty town"
"1946","the things we did last summer"
"1946","artistry jumps"
"1946","cement mixer putti putti"
"1946","you call it madness but i call it love"
"1946","and then its heaven"
"1946","one more dream and shes mine"
"1946","cement mixer putti putti"
"1946","the bells of st marys"
"1946","come to baby do"
"1946","give me the simple life"
"1946","along with me"
"1946","id be lost without you"
"1946","if you were the only girl in the world"
"1946","ole buttermilk sky"
"1946","the best man"
"1946","patience and fortitude"
"1946","id be lost without you"
"1946","get your kicks on route "
"1946","in the middle of may"
"1946","let it snow let it snow let it snow"
"1946","arent you glad youre you"
"1946","the gypsy"
"1946","i know"
"1946","youre nobody til somebody loves you"
"1946","sioux city sue"
"1946","house of blue lights"
"1946","who told you that lie"
"1946","cynthias in love"
"1946","day by day"
"1946","onezy twozy i love youzy"
"1946","the best man"
"1946","day by day"
"1946","do you love me"
"1946","buzz me"
"1946","i dont know why i just do"
"1946","its my lazy day"
"1946","give me the simple life"
"1946","guitar polka"
"1946","the old lamplighter"
"1946","just asittin and arockin"
"1946","you broke the only heart that ever loved you"
"1946","cement mixer putti putti"
